,movie_id,movie_title,domestic_total_gross,foreign_total_gross,opening_weekend,opening_weekend_limited,opening_weekend_wide,release_date,close_date,in_release_days,runtime_mins,rating,genre,distributor,director,producer,production_budget,widest_release_theaters,actors,writers,cinematographers,composers,actorlist,winner,nomination
0,starwars7,Star Wars: The Force Awakens,936662225.0,1131561399,247966675.0,,,2015-12-18,2016-06-17,168.0,136.0,PG-13,Sci-Fi Fantasy,Buena Vista,J.J. Abrams,"J.J. Abrams,Bryan Burk,Kathleen Kennedy",$245 million,"4,134","John Boyega,Daisy Ridley,Adam Driver,Oscar Isaac,Andy Serkis,Domhnall Gleeson,Max von Sydow,Harrison Ford,Carrie Fisher,Mark Hamill,Anthony Daniels,Peter Mayhew,Kenny Baker,Warwick Davis,Lupita Nyong'o","J.J. Abrams,Michael Arndt,Lawrence Kasdan",,John Williams,"['John Boyega', 'Daisy Ridley', 'Adam Driver', 'Oscar Isaac', 'Andy Serkis', 'Domhnall Gleeson', 'Max von Sydow', 'Harrison Ford', 'Carrie Fisher', 'Mark Hamill', 'Anthony Daniels', 'Peter Mayhew', 'Kenny Baker', 'Warwick Davis', ""Lupita Nyong'o""]",1.0,3.0
1,jurassicpark4,Jurassic World,652270625.0,1018130012,208806270.0,,,2015-06-12,2016-11-17,,124.0,PG-13,Action / Adventure,Universal,Colin Trevorrow,"Patrick Crowley,Jon Jashni, ,(executive),Frank Marshall,Steven Spielberg, ,(executive),Thomas Tull, ,(executive)",$150 million,"4,291","Nick Robinson,Omar Sy,Chris Pratt,Bryce Dallas Howard,Jake Johnson,Vincent D'Onofrio,Irrfan Khan,Judy Greer","Derek Connolly,Rick Jaffa,Amanda Silver,Colin Trevorrow",,Michael Giacchino,"['Nick Robinson', 'Omar Sy', 'Chris Pratt', 'Bryce Dallas Howard', 'Jake Johnson', ""Vincent D'Onofrio"", 'Irrfan Khan', 'Judy Greer']",0.0,0.0
2,avengers2,Avengers: Age of Ultron,459005868.0,946397826,191271109.0,,,2015-05-01,2016-10-17,161.0,141.0,PG-13,Action / Adventure,Buena Vista,Joss Whedon,"Victoria Alonso, ,(executive),Louis D'Esposito, ,(executive),Jon Favreau, ,(executive),Kevin Feige,Alan Fine, ,(executive),Jeremy Latcham ,(executive),Stan Lee, ,(executive)",$250 million,"4,276","Robert Downey, Jr.,Chris Hemsworth,Mark Ruffalo,Chris Evans,Scarlett Johansson,Jeremy Renner,Don Cheadle,Aaron Johnson,Elizabeth Olsen,Paul Bettany,Cobie Smulders,Anthony Mackie,Hayley Atwell,Idris Elba,Stellan Skarsgard,James Spader ,(Voice),Samuel L. Jackson,Josh Brolin, ,(Voice),Andy Serkis*, ,(Cameo)",Joss Whedon,,"Danny Elfman,Brian Tyler","['Robert Downey', ' Jr.', 'Chris Hemsworth', 'Mark Ruffalo', 'Chris Evans', 'Scarlett Johansson', 'Jeremy Renner', 'Don Cheadle', 'Aaron Johnson', 'Elizabeth Olsen', 'Paul Bettany', 'Cobie Smulders', 'Anthony Mackie', 'Hayley Atwell', 'Idris Elba', 'Stellan Skarsgard', 'James Spader ', '(Voice)', 'Samuel L. Jackson', 'Josh Brolin', ' ', '(Voice)', 'Andy Serkis*', ' ', '(Cameo)']",0.0,8.0
3,pixar2014,Inside Out,356461711.0,501149463,90440272.0,,,2015-06-19,2016-12-17,175.0,94.0,PG,Animation,Buena Vista,Pete Docter,"John Lasseter, ,(executive),Jonas Rivera",$175 million,"4,158","Amy Poehler ,(Voice),Bill Hader ,(Voice),Mindy Kaling, ,(Voice),Phyllis Smith ,(Voice),Lewis Black ,(Voice),Diane Lane, ,(Voice),Kyle MacLachlan ,(Voice)","Josh Cooley,Pete Docter,Meg LaFauve",,Michael Giacchino,"['Amy Poehler ', '(Voice)', 'Bill Hader ', '(Voice)', 'Mindy Kaling', ' ', '(Voice)', 'Phyllis Smith ', '(Voice)', 'Lewis Black ', '(Voice)', 'Diane Lane', ' ', '(Voice)', 'Kyle MacLachlan ', '(Voice)']",0.0,1.0
4,fast7,Furious 7,353007020.0,1163038891,147187040.0,,,2015-04-03,2016-07-17,,137.0,PG-13,Action,Universal,James Wan,"Vin Diesel,Neal H. Moritz,Thomas Tull, ,(executive)",$190 million,"4,022","Tony Jaa,Vin Diesel,Paul Walker,Dwayne Johnson,Michelle Rodriguez,Jordana Brewster,Tyrese Gibson,Chris 'Ludacris' Bridges,Lucas Black,Jason Statham,Djimon Hounsou,Kurt Russell",Chris Morgan,,Brian Tyler,"['Tony Jaa', 'Vin Diesel', 'Paul Walker', 'Dwayne Johnson', 'Michelle Rodriguez', 'Jordana Brewster', 'Tyrese Gibson', ""Chris 'Ludacris' Bridges"", 'Lucas Black', 'Jason Statham', 'Djimon Hounsou', 'Kurt Russell']",0.0,2.0
5,americansniper,American Sniper,350126372.0,197300000,,633456.0,89269066.0,2014-12-25,2016-06-17,183.0,132.0,R,Drama,Warner Bros.,Clint Eastwood,"Bradley Cooper,Clint Eastwood,Jason Dean Hall, ,(executive),Andrew Lazar,Robert Lorenz,Tim Moore, ,(executive)",$58.8 million,"3,885","Bradley Cooper,Kyle Gallner,Sienna Miller",Jason Dean Hall,,,"['Bradley Cooper', 'Kyle Gallner', 'Sienna Miller']",0.0,3.0
6,minions,Minions,336045770.0,823352627,115718405.0,,,2015-07-10,2016-12-17,161.0,91.0,PG,Animation,Universal,Pierre Coffin,"Janet Healy,Christopher Meledandri,Chris Renaud, ,(executive)",$74 million,"4,311","Sandra Bullock, ,(Voice),Jon Hamm, ,(Voice),Michael Keaton, ,(Voice),Allison Janney ,(Voice),Steve Coogan, ,(Voice)",Brian Lynch,,Heitor Pereira,"['Sandra Bullock', ' ', '(Voice)', 'Jon Hamm', ' ', '(Voice)', 'Michael Keaton', ' ', '(Voice)', 'Allison Janney ', '(Voice)', 'Steve Coogan', ' ', '(Voice)']",1.0,2.0
7,hungergames4,The Hunger Games: Mockingjay - Part 2,281723902.0,371704359,102665981.0,,,2015-11-20,2016-02-17,98.0,137.0,PG-13,Action / Adventure,Lionsgate,Francis Lawrence,,$160 million,"4,175","Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Woody Harrelson,Donald Sutherland,Philip Seymour Hoffman,Julianne Moore,Sam Claflin,Elizabeth Banks,Jena Malone,Jeffrey Wright,Stanley Tucci","Peter Craig,Danny Strong",,James Newton Howard,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Woody Harrelson', 'Donald Sutherland', 'Philip Seymour Hoffman', 'Julianne Moore', 'Sam Claflin', 'Elizabeth Banks', 'Jena Malone', 'Jeffrey Wright', 'Stanley Tucci']",3.0,13.0
8,scott2016,The Martian,228433663.0,401728227,54308575.0,,,2015-10-02,2016-03-17,168.0,141.0,PG-13,Sci-Fi,Fox,Ridley Scott,"Mark Huffam,Simon Kinberg,Michael Schaefer,Ridley Scott,Aditya Sood",$108 million,"3,854","Sean Bean,Jessica Chastain,Matt Damon,Jeff Daniels,Chiwetel Ejiofor,Donald Glover,Kate Mara,Michael Pena,Sebastian Stan,Kristen Wiig",Drew Goddard,Dariusz Wolski,Harry Gregson-Williams,"['Sean Bean', 'Jessica Chastain', 'Matt Damon', 'Jeff Daniels', 'Chiwetel Ejiofor', 'Donald Glover', 'Kate Mara', 'Michael Pena', 'Sebastian Stan', 'Kristen Wiig']",0.0,6.0
9,cinderella2015,Cinderella (2015),201151353.0,342363000,67877361.0,,,2015-03-13,2016-09-17,189.0,112.0,PG,Fantasy,Buena Vista,Kenneth Branagh,Simon Kinberg,$95 million,"3,848","Lily James,Richard Madden,Cate Blanchett,Helena Bonham Carter,Stellan Skarsgard,Hayley Atwell",Chris Weitz,,,"['Lily James', 'Richard Madden', 'Cate Blanchett', 'Helena Bonham Carter', 'Stellan Skarsgard', 'Hayley Atwell']",2.0,7.0
10,bond24,Spectre,200074609.0,680600000,70403148.0,,,2015-11-06,2016-04-17,154.0,148.0,PG-13,Action,Sony / Columbia,Sam Mendes,"Barbara Broccoli,Michael G. Wilson",$245 million,"3,929","Daniel Craig,Christoph Waltz,Ralph Fiennes,Dave Bautista,Monica Bellucci,Lea Seydoux,Ben Whishaw,Naomie Harris",John Logan,,Thomas Newman,"['Daniel Craig', 'Christoph Waltz', 'Ralph Fiennes', 'Dave Bautista', 'Monica Bellucci', 'Lea Seydoux', 'Ben Whishaw', 'Naomie Harris']",2.0,2.0
11,mi5,Mission: Impossible - Rogue Nation,195042377.0,487287762,55520089.0,,,2015-07-31,2016-10-17,91.0,130.0,PG-13,Action,Paramount,Christopher McQuarrie,"J.J. Abrams,Bryan Burk,Tom Cruise,David Ellison",$150 million,"3,988","Rebecca Ferguson,Tom Cruise,Jeremy Renner,Simon Pegg,Alec Baldwin,Ving Rhames,Rebecca Ferguson",Christopher McQuarrie,,,"['Rebecca Ferguson', 'Tom Cruise', 'Jeremy Renner', 'Simon Pegg', 'Alec Baldwin', 'Ving Rhames', 'Rebecca Ferguson']",0.0,6.0
12,pitchperfect2,Pitch Perfect 2,184296230.0,103209964,69216890.0,,,2015-05-15,2016-07-17,,115.0,PG-13,Comedy,Universal,Elizabeth Banks,"Elizabeth Banks,Max Handelman,Jason Moore, ,(executive)",$29 million,"3,660","Anna Kendrick,Skylar Astin,Rebel Wilson,Adam DeVine,Anna Camp,Brittany Snow,Hailee Steinfeld,Katey Sagal,Elizabeth Banks,Keegan-Michael Key",Kay Cannon,,Mark Mothersbaugh,"['Anna Kendrick', 'Skylar Astin', 'Rebel Wilson', 'Adam DeVine', 'Anna Camp', 'Brittany Snow', 'Hailee Steinfeld', 'Katey Sagal', 'Elizabeth Banks', 'Keegan-Michael Key']",0.0,2.0
13,antman,Ant-Man,180202163.0,339109802,57225526.0,,,2015-07-17,2016-12-17,154.0,117.0,PG-13,Action / Adventure,Buena Vista,Peyton Reed,Kevin Feige,$130 million,"3,868","Chris Evans*,Judy Greer,Anthony Mackie*,Paul Rudd,Michael Douglas,Evangeline Lilly,Corey Stoll,John Slattery,Bobby Cannavale,Michael Pena,T.I.","Joe Cornish,Adam McKay,Paul Rudd,Edgar Wright",,Christophe Beck,"['Chris Evans*', 'Judy Greer', 'Anthony Mackie*', 'Paul Rudd', 'Michael Douglas', 'Evangeline Lilly', 'Corey Stoll', 'John Slattery', 'Bobby Cannavale', 'Michael Pena', 'T.I.']",1.0,0.0
14,happysmekday,Home (2015),177397510.0,208644097,52107731.0,,,2015-03-27,2016-09-17,168.0,94.0,PG,Animation,Fox,Tim Johnson,Mireille Soria,$135 million,"3,801","Jim Parsons ,(Voice),Rihanna, ,(Voice),Steve Martin, ,(Voice),Jennifer Lopez, ,(Voice)","Tom J. Astle,Matt Ember",,Lorne Balfe,"['Jim Parsons ', '(Voice)', 'Rihanna', ' ', '(Voice)', 'Steve Martin', ' ', '(Voice)', 'Jennifer Lopez', ' ', '(Voice)']",0.0,0.0
15,hoteltransylvania2,Hotel Transylvania 2,169700110.0,303526848,48464322.0,,,2015-09-25,2016-03-17,161.0,89.0,PG,Animation,Sony / Columbia,Genndy Tartakovsky,"Allen Covert,Michelle Murdocca,Adam Sandler,Robert Smigel",$80 million,"3,768","Adam Sandler, ,(Voice),Andy Samberg, ,(Voice),Selena Gomez, ,(Voice),Kevin James, ,(Voice),Steve Buscemi ,(Voice),David Spade, ,(Voice),Keegan-Michael Key ,(Voice),Fran Drescher ,(Voice),Molly Shannon ,(Voice),Megan Mullally ,(Voice),Nick Offerman ,(Voice),Rob Riggle, ,(Voice),Mel Brooks ,(Voice),Chris Kattan* ,(Voice),Jon Lovitz* ,(Voice),Robert Smigel*, ,(Voice),Nick Swardson*, ,(Voice),Dana Carvey*, ,(Voice)","Adam Sandler,Robert Smigel",,Mark Mothersbaugh,"['Adam Sandler', ' ', '(Voice)', 'Andy Samberg', ' ', '(Voice)', 'Selena Gomez', ' ', '(Voice)', 'Kevin James', ' ', '(Voice)', 'Steve Buscemi ', '(Voice)', 'David Spade', ' ', '(Voice)', 'Keegan-Michael Key ', '(Voice)', 'Fran Drescher ', '(Voice)', 'Molly Shannon ', '(Voice)', 'Megan Mullally ', '(Voice)', 'Nick Offerman ', '(Voice)', 'Rob Riggle', ' ', '(Voice)', 'Mel Brooks ', '(Voice)', 'Chris Kattan* ', '(Voice)', 'Jon Lovitz* ', '(Voice)', 'Robert Smigel*', ' ', '(Voice)', 'Nick Swardson*', ' ', '(Voice)', 'Dana Carvey*', ' ', '(Voice)']",0.0,0.0
16,fiftyshadesofgrey,Fifty Shades of Grey,166167230.0,404838898,85171450.0,,,2015-02-13,2016-05-17,84.0,125.0,R,Romance,Universal,Sam Taylor-Johnson,"Dana Brunetti,Michael De Luca,E.L. James,Peter Schlessel, ,(executive)",$40 million,"3,655","Dakota Johnson,Jamie Dornan,Jennifer Ehle,Marcia Gay Harden",Kelly Marcel,,Danny Elfman,"['Dakota Johnson', 'Jamie Dornan', 'Jennifer Ehle', 'Marcia Gay Harden']",1.0,1.0
17,spongebob2,The SpongeBob Movie: Sponge Out of Water,162994032.0,160442506,55365012.0,,,2015-02-06,2016-05-17,112.0,93.0,PG,Animation,Paramount,,"Mary Parent,Paul Tibbitt",$74 million,"3,680",Antonio Banderas,"Jonathan Aibel,Glenn Berger,Paul Tibbitt",,John Debney,['Antonio Banderas'],0.0,0.0
18,straightouttacompton,Straight Outta Compton,161197785.0,40437206,60200180.0,,,2015-08-14,2016-10-17,,147.0,R,Drama,Universal,F. Gary Gray,"Matt Alvarez,Ice Cube,Will Packer, ,(executive)",$28 million,"3,142","Corey Hawkins,Aldis Hodge,Jason Mitchell,Keith Stanfield",,,,"['Corey Hawkins', 'Aldis Hodge', 'Jason Mitchell', 'Keith Stanfield']",0.0,0.0
19,sanandreas,San Andreas,155190832.0,318800000,54588173.0,,,2015-05-29,2016-10-17,140.0,114.0,PG-13,Action,Warner Bros. (New Line),Brad Peyton,"Beau Flynn,Tripp Vinson, ,(executive)",$110 million,"3,812","Alexandra Daddario,Paul Giamatti,Ioan Gruffudd,Carla Gugino,Dwayne Johnson",Carlton Cuse,,Andrew Lockington,"['Alexandra Daddario', 'Paul Giamatti', 'Ioan Gruffudd', 'Carla Gugino', 'Dwayne Johnson']",0.0,1.0
20,furyroad,Mad Max: Fury Road,153636354.0,224800000,45428128.0,,,2015-05-15,2016-09-17,133.0,120.0,R,Sci-Fi Action,Warner Bros.,George Miller,George Miller,$150 million,"3,722","Riley Keough,Tom Hardy,Charlize Theron,Nicholas Hoult,Rosie Huntington-Whiteley","Nick Lathouris,Brendan McCarthy,George Miller",,Junkie XL,"['Riley Keough', 'Tom Hardy', 'Charlize Theron', 'Nicholas Hoult', 'Rosie Huntington-Whiteley']",1.0,2.0
21,daddyshome,Daddy's Home,150357137.0,90003255,38740203.0,,,2015-12-25,2016-04-17,105.0,96.0,PG-13,Comedy,Paramount,Sean Anders,"Sean Anders, ,(Executive),Riza Aziz, ,(Executive),Jessica Elbaum ,(Executive),Will Ferrell,Chris Henchy,David Koplan ,(Executive),Joey McFarland, ,(Executive),Adam McKay,Kevin J. Messick ,(Executive),John Morris,Diana Pokorny ,(Executive)",,"3,483","Linda Cardellini,Thomas Haden Church,Will Ferrell,Mark Wahlberg",,,,"['Linda Cardellini', 'Thomas Haden Church', 'Will Ferrell', 'Mark Wahlberg']",0.0,2.0
22,insurgent,The Divergent Series: Insurgent,130179072.0,167097257,52263680.0,,,2015-03-20,2016-07-17,112.0,119.0,PG-13,Action / Adventure,Lionsgate/Summit,Robert Schwentke,"Neil Burger, ,(executive),Lucy Fisher,David Hoberman, ,(executive),Douglas Wick",$110 million,"3,875","Shailene Woodley,Theo James,Kate Winslet,Octavia Spencer,Jai Courtney,Ray Stevenson,Miles Teller,Ansel Elgort,Maggie Q,Mekhi Phifer,Naomi Watts","Mark Bomback,Brian Duffield,Akiva Goldsman",,,"['Shailene Woodley', 'Theo James', 'Kate Winslet', 'Octavia Spencer', 'Jai Courtney', 'Ray Stevenson', 'Miles Teller', 'Ansel Elgort', 'Maggie Q', 'Mekhi Phifer', 'Naomi Watts']",2.0,8.0
23,peanuts2015,The Peanuts Movie,130178411.0,116054702,44213073.0,,,2015-11-06,2016-03-17,147.0,93.0,G,Animation,Fox,,,$99 million,"3,902",,,,Christophe Beck,['nan'],0.0,0.0
24,secretservice,Kingsman: The Secret Service,128261724.0,286089822,36206331.0,,,2015-02-13,2016-07-17,147.0,129.0,R,Action / Adventure,Fox,Matthew Vaughn,Matthew Vaughn,$81 million,"3,282","Sofia Boutella,Colin Firth,Samuel L. Jackson,Michael Caine,Taron Egerton,Mark Strong,Sophie Cookson,Mark Hamill","Jane Goldman,Matthew Vaughn",,Henry Jackman,"['Sofia Boutella', 'Colin Firth', 'Samuel L. Jackson', 'Michael Caine', 'Taron Egerton', 'Mark Strong', 'Sophie Cookson', 'Mark Hamill']",3.0,6.0
25,pixar2013,The Good Dinosaur,123087120.0,209120551,39155217.0,,,2015-11-25,2016-04-17,135.0,100.0,PG,Animation,Buena Vista,Peter Sohn,,,"3,749","Jack Bright ,(Voice),Frances McDormand, ,(Voice),Raymond Ochoa ,(Voice),Anna Paquin, ,(Voice),Jeffrey Wright, ,(Voice),Steve Zahn ,(Voice)",,,"Jeff Danna,Mychael Danna","['Jack Bright ', '(Voice)', 'Frances McDormand', ' ', '(Voice)', 'Raymond Ochoa ', '(Voice)', 'Anna Paquin', ' ', '(Voice)', 'Jeffrey Wright', ' ', '(Voice)', 'Steve Zahn ', '(Voice)']",2.0,3.0
26,susancooper,Spy,110825712.0,124840507,29085719.0,,,2015-06-05,2016-10-17,126.0,120.0,R,Comedy,Fox,Paul Feig,"Peter Chernin,Paul Feig",$65 million,"3,715","Morena Baccarin,Melissa McCarthy,Jason Statham,Jude Law,Rose Byrne,Allison Janney,Bobby Cannavale,50 Cent",Paul Feig,,Theodore Shapiro,"['Morena Baccarin', 'Melissa McCarthy', 'Jason Statham', 'Jude Law', 'Rose Byrne', 'Allison Janney', 'Bobby Cannavale', '50 Cent']",0.0,3.0
27,trainwreck15,Trainwreck,110212700.0,30583093,30097040.0,,,2015-07-17,2016-10-17,,125.0,R,Comedy,Universal,Judd Apatow,"Judd Apatow,Barry Mendel",$35 million,"3,171","John Cena,Brie Larson,Method Man,Ezra Miller,Daniel Radcliffe, ,(Cameo),Marisa Tomei,Amy Schumer,Bill Hader,Tilda Swinton",Amy Schumer,,Jon Brion,"['John Cena', 'Brie Larson', 'Method Man', 'Ezra Miller', 'Daniel Radcliffe', ' ', '(Cameo)', 'Marisa Tomei', 'Amy Schumer', 'Bill Hader', 'Tilda Swinton']",3.0,2.0
28,creed,Creed,109767581.0,63800000,29632823.0,,,2015-11-25,2016-03-17,100.0,133.0,PG-13,Drama,Warner Bros. (New Line),Ryan Coogler,,$35 million,"3,502","Michael B. Jordan,Sylvester Stallone,Tessa Thompson",Ryan Coogler,,,"['Michael B. Jordan', 'Sylvester Stallone', 'Tessa Thompson']",0.0,2.0
29,1952,Tomorrowland,93436322.0,115718000,33028165.0,,,2015-05-22,2016-09-17,119.0,130.0,PG,Sci-Fi,Buena Vista,Brad Bird,"Brad Bird,Jeffrey Chernov,Damon Lindelof",$190 million,"3,972","Britt Robertson,George Clooney,Hugh Laurie,Keegan-Michael Key,Kathryn Hahn*,Judy Greer*","Brad Bird,Damon Lindelof",,Michael Giacchino,"['Britt Robertson', 'George Clooney', 'Hugh Laurie', 'Keegan-Michael Key', 'Kathryn Hahn*', 'Judy Greer*']",1.0,3.0
30,gethard,Get Hard,90411453.0,21400000,33803253.0,,,2015-03-27,2016-07-17,105.0,100.0,R,Comedy,Warner Bros.,Etan Cohen,"Will Ferrell,Chris Henchy, ,(executive),Adam McKay",$40 million,"3,212","Will Ferrell,Kevin Hart,Craig T. Nelson,Alison Brie,T.I.","Etan Cohen,Jay Martel,Ian Roberts",,Christophe Beck,"['Will Ferrell', 'Kevin Hart', 'Craig T. Nelson', 'Alison Brie', 'T.I.']",0.0,0.0
31,terminator2015,Terminator: Genisys,89760956.0,350842581,27018486.0,,,2015-07-01,2016-09-17,79.0,126.0,PG-13,Action,Paramount,Alan Taylor,"David Ellison,Megan Ellison, ,(executive),Dana Goldberg,Laeta Kalogridis, ,(executive),Patrick Lussier, ,(executive),Paul Schwake, ,(executive)",$155 million,"3,783","Arnold Schwarzenegger,Jason Clarke,Emilia Clarke,Jai Courtney,J.K. Simmons","Laeta Kalogridis,Patrick Lussier",,,"['Arnold Schwarzenegger', 'Jason Clarke', 'Emilia Clarke', 'Jai Courtney', 'J.K. Simmons']",1.0,0.0
32,taken3,Taken 3,89256424.0,237222717,39201657.0,,,2015-01-09,2016-05-17,126.0,109.0,PG-13,Action,Fox,Olivier Megaton,Luc Besson,$48 million,"3,594","Liam Neeson,Maggie Grace,Famke Janssen,Forest Whitaker,Dougray Scott","Luc Besson,Robert Mark Kamen",,,"['Liam Neeson', 'Maggie Grace', 'Famke Janssen', 'Forest Whitaker', 'Dougray Scott']",1.0,1.0
33,nest,Sisters,87044645.0,17966408,13922855.0,,,2015-12-18,2016-03-17,84.0,118.0,R,Comedy,Universal,Jason Moore,"Tina Fey,Amy Poehler ,(executive),Jay Roach",$30 million,"2,978","Tina Fey,Amy Poehler,Maya Rudolph,John Leguizamo,Dianne Wiest,John Cena,James Brolin",,,Christophe Beck,"['Tina Fey', 'Amy Poehler', 'Maya Rudolph', 'John Leguizamo', 'Dianne Wiest', 'John Cena', 'James Brolin']",2.0,1.0
34,alvin4,Alvin and the Chipmunks: The Road Chip,85886987.0,148911649,14287159.0,,,2015-12-18,2016-05-17,154.0,86.0,PG,Family Comedy,Fox,,,,"3,705","Christina Applegate, ,(Voice),Kaley Cuoco, ,(Voice),Anna Faris, ,(Voice),Jason Lee,Justin Long, ,(Voice),Bella Thorne",,,,"['Christina Applegate', ' ', '(Voice)', 'Kaley Cuoco', ' ', '(Voice)', 'Anna Faris', ' ', '(Voice)', 'Jason Lee', 'Justin Long', ' ', '(Voice)', 'Bella Thorne']",0.0,0.0
35,mazerunner2,Maze Runner: The Scorch Trials,81697192.0,230627911,30316510.0,,,2015-09-18,2016-01-17,126.0,131.0,PG-13,Action / Adventure,Fox,Wes Ball,"Marty Bowen,Wyck Godfrey,Ellen Goldsmith-Vein,Lee Stollman",$61 million,"3,792","Patricia Clarkson,Giancarlo Esposito,Aidan Gillen,Ki Hong Lee,Barry Pepper,Lili Taylor,Dylan O'Brien,Kaya Scodelario,Thomas Brodie-Sangster",T.S. Nowlin,,John Paesano,"['Patricia Clarkson', 'Giancarlo Esposito', 'Aidan Gillen', 'Ki Hong Lee', 'Barry Pepper', 'Lili Taylor', ""Dylan O'Brien"", 'Kaya Scodelario', 'Thomas Brodie-Sangster']",0.0,1.0
36,ted2,Ted 2,81476385.0,135215348,33507870.0,,,2015-06-26,2016-08-17,,115.0,R,Comedy,Universal,Seth MacFarlane,"Jason Clark,John Jacobs,Seth MacFarlane,Scott Stuber",$68 million,"3,448","Mark Wahlberg,Seth MacFarlane, ,(Voice),Amanda Seyfried,Morgan Freeman,Giovanni Ribisi,Patrick Warburton,John Slattery,John Carroll Lynch,Liam Neeson,Dennis Haysbert,Patrick Stewart*, ,(Voice)","Seth MacFarlane,Alec Sulkin,Wellesley Wild",,Walter Murphy,"['Mark Wahlberg', 'Seth MacFarlane', ' ', '(Voice)', 'Amanda Seyfried', 'Morgan Freeman', 'Giovanni Ribisi', 'Patrick Warburton', 'John Slattery', 'John Carroll Lynch', 'Liam Neeson', 'Dennis Haysbert', 'Patrick Stewart*', ' ', '(Voice)']",1.0,6.0
37,goosebumps,Goosebumps,80080379.0,70090436,23618556.0,,,2015-10-16,2016-02-17,126.0,103.0,PG,Horror Comedy,Sony / Columbia,Rob Letterman,,$58 million,"3,618",Jack Black,,,Danny Elfman,['Jack Black'],0.0,0.0
38,pixels,Pixels,78747585.0,166127224,24011616.0,,,2015-07-24,2016-11-17,108.0,105.0,PG-13,Action Comedy,Sony / Columbia,Chris Columbus,"Chris Columbus,Allen Covert,Jack Giarraputo, ,(executive),Seth Gordon, ,(executive),Tim Herlihy, ,(executive),Heather Parry, ,(executive),Adam Sandler",$88 million,"3,723","Adam Sandler,Kevin James,Josh Gad,Michelle Monaghan,Peter Dinklage,Brian Cox","Timothy Dowling,Tim Herlihy",Amir Mokri,Henry Jackman,"['Adam Sandler', 'Kevin James', 'Josh Gad', 'Michelle Monaghan', 'Peter Dinklage', 'Brian Cox']",0.0,0.0
39,paddington,Paddington,76271832.0,191775976,18966676.0,,,2015-01-16,2016-06-17,,95.0,PG,Family,Weinstein / Dimension,Paul King,David Heyman,$55 million,"3,355","Hugh Bonneville,Sally Hawkins,Nicole Kidman,Ben Whishaw, ,(Voice),Jim Broadbent,Julie Walters",Paul King,,Nick Urata,"['Hugh Bonneville', 'Sally Hawkins', 'Nicole Kidman', 'Ben Whishaw', ' ', '(Voice)', 'Jim Broadbent', 'Julie Walters']",2.0,5.0
40,intern,The Intern,75764672.0,118800000,17728313.0,,,2015-09-25,2016-01-17,105.0,121.0,PG-13,Comedy,Warner Bros.,Nancy Meyers,,$35 million,"3,320","Robert DeNiro,Anne Hathaway,Rene Russo",Nancy Meyers,,,"['Robert DeNiro', 'Anne Hathaway', 'Rene Russo']",1.0,1.0
41,coldwar2015,Bridge of Spies,72313754.0,93164594,15371203.0,,,2015-10-16,2016-03-17,147.0,140.0,PG-13,Thriller,Buena Vista,Steven Spielberg,"Daniel Lupi, ,(executive),Marc Platt,Steven Spielberg",$40 million,"2,873","Jesse Plemons,Mark Rylance,Tom Hanks,Amy Ryan,Alan Alda","Ethan Coen,Joel Coen",,Thomas Newman,"['Jesse Plemons', 'Mark Rylance', 'Tom Hanks', 'Amy Ryan', 'Alan Alda']",3.0,5.0
42,paulblart2,Paul Blart: Mall Cop 2,71038190.0,36550035,23762435.0,,,2015-04-17,2016-08-17,108.0,94.0,PG,Comedy,Sony / Columbia,Andy Fickman,"Todd Garner,Kevin James,Adam Sandler",$30 million,"3,633","Kevin James,Neal McDonough","Nick Bakay,Kevin James",,Rupert Gregson-Williams,"['Kevin James', 'Neal McDonough']",0.0,0.0
43,bigshort,The Big Short,70259870.0,63086636,,705527.0,10531026.0,2015-12-11,2016-04-17,119.0,130.0,R,Drama,Paramount,Adam McKay,"Dede Gardner,Jeremy Kleiner,Brad Pitt",$28 million,"2,529","Selena Gomez*, ,(Cameo),Margot Robbie*, ,(Cameo),Christian Bale,Steve Carell,Ryan Gosling,Brad Pitt,Melissa Leo,Marisa Tomei","Adam McKay,Charles Randolph",,,"['Selena Gomez*', ' ', '(Cameo)', 'Margot Robbie*', ' ', '(Cameo)', 'Christian Bale', 'Steve Carell', 'Ryan Gosling', 'Brad Pitt', 'Melissa Leo', 'Marisa Tomei']",3.0,10.0
44,warroom2015,War Room,67790117.0,n/a,11351389.0,,,2015-08-28,2016-12-17,108.0,120.0,PG,Drama,TriStar,Alex Kendrick,,$3 million,"1,945",,,,,['nan'],0.0,0.0
45,magicmike2,Magic Mike XXL,66013057.0,56500000,12857184.0,,,2015-07-01,2016-09-17,86.0,115.0,R,Comedy / Drama,Warner Bros.,Gregory Jacobs,"Reid Carolin,Gregory Jacobs,Steven Soderbergh, ,(executive),Channing Tatum,Nick Wechsler",$14.8 million,"3,376","Amber Heard,Channing Tatum,Matt Bomer,Joe Manganiello,Jada Pinkett-Smith",Reid Carolin,,,"['Amber Heard', 'Channing Tatum', 'Matt Bomer', 'Joe Manganiello', 'Jada Pinkett-Smith']",0.0,0.0
